device,ecommerce,event_name,event_previous_timestamp,event_timestamp,geo,items,traffic_source,user_first_touch_timestamp,user_id
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593170987443947,"{""city"":""Chicago"",""state"":""IL""}",[],youtube,1593170987443947,UA000000105201843
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593179023883943,"{""city"":""Forest Grove"",""state"":""OR""}",[],google,1593179023883943,UA000000105231046
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593180939184175,1593181476976443,"{""city"":""Gilroy"",""state"":""CA""}",[],youtube,1593180057085599,UA000000105235906
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593176446632034,"{""city"":""Concord"",""state"":""CA""}",[],google,1593176446632034,UA000000105219981
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593173968406768,"{""city"":""Jonesboro"",""state"":""AR""}",[],facebook,1593173968406768,UA000000105210788
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cart,1593180959541208,1593181387880672,"{""city"":""Elizabethtown"",""state"":""KY""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1},{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",instagram,1593180808824054,UA000000105239656
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",faq,1593179105193730,1593179535011875,"{""city"":""Sparks"",""state"":""NV""}",[],google,1593179102661039,UA000000105231391
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",down,1593125937743104,1593126707329192,"{""city"":""Binghamton"",""state"":""NY""}",[],direct,1593125872131211,UA000000105163593
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593123928075258,"{""city"":""Chicago"",""state"":""IL""}",[],instagram,1593123928075258,UA000000105159338
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",press,1593148080909049,1593149008176170,"{""city"":""Kansas City"",""state"":""KS""}",[],youtube,1593147689840439,UA000000105179529
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593171977592598,"{""city"":""San Francisco"",""state"":""CA""}",[],youtube,1593171977592598,UA000000105204588
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593177214835711,"{""city"":""Hillsboro"",""state"":""OR""}",[],google,1593177214835711,UA000000105223075
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593165867598065,1593168014371306,"{""city"":""Aventura"",""state"":""FL""}","[{""coupon"":null,""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795,""price_in_usd"":1795,""quantity"":1}]",facebook,1593165063631130,UA000000105189608
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593163810615202,"{""city"":""San Antonio"",""state"":""TX""}",[],facebook,1593163810615202,UA000000105187963
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593175425851338,"{""city"":""Syracuse"",""state"":""NY""}",[],direct,1593175425851338,UA000000105215967
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593170481405420,"{""city"":""Picayune"",""state"":""MS""}",[],google,1593170481405420,UA000000105200516
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593181986175336,1593183694782772,"{""city"":""Long Branch"",""state"":""NJ""}",[],facebook,1593181346831879,UA000000105242361
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593183097590346,"{""city"":""Las Vegas"",""state"":""NV""}",[],google,1593183097590346,UA000000105251713
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593173252864589,"{""city"":""Gulfport"",""state"":""MS""}",[],google,1593173252864589,UA000000105208448
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",faq,1593127016368706,1593127191917898,"{""city"":""New York"",""state"":""NY""}",[],direct,1593127016368706,UA000000105165820
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593175241663619,1593175639386749,"{""city"":""Caribou"",""state"":""ME""}","[{""coupon"":null,""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795,""price_in_usd"":1795,""quantity"":1}]",instagram,1593175241663619,UA000000105215275
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593185858184439,1593186146872391,"{""city"":""San Antonio"",""state"":""TX""}",[],google,1593182794876180,UA000000105250048
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593131105628058,"{""city"":""Melcher-Dallas"",""state"":""IA""}",[],youtube,1593131105628058,UA000000105171741
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593174008163070,1593174801483540,"{""city"":""Albany"",""state"":""OR""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",google,1593174008163070,UA000000105210919
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593138134613188,"{""city"":""Chico"",""state"":""CA""}",[],google,1593138134613188,UA000000105177043
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593173839114526,"{""city"":""Glendale"",""state"":""AZ""}",[],facebook,1593173839114526,UA000000105210356
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593134666951093,"{""city"":""Camarillo"",""state"":""CA""}",[],instagram,1593134666951093,UA000000105175063
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593172562651860,"{""city"":""Andover"",""state"":""KS""}",[],facebook,1593172562651860,UA000000105206364
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593177470979610,1593177498372069,"{""city"":""San Diego"",""state"":""CA""}",[],instagram,1593177470979610,UA000000105224147
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593168308043383,"{""city"":""Raymore"",""state"":""MO""}",[],youtube,1593168308043383,UA000000105195438
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593181928350798,"{""city"":""Dallas"",""state"":""TX""}",[],email,1593181928350798,UA000000105245393
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593125951102698,1593126212704708,"{""city"":""Edinburg"",""state"":""TX""}","[{""coupon"":null,""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095,""price_in_usd"":1095,""quantity"":1}]",google,1593123091250264,UA000000105157334
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",warranty,1593169120620123,1593169514590989,"{""city"":""Alamogordo"",""state"":""NM""}",[],facebook,1593169120620123,UA000000105197179
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cart,1593164223325986,1593165354804203,"{""city"":""Madison"",""state"":""WI""}","[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1}]",google,1593162196505731,UA000000105186183
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",foam,1593134910654607,1593136234159230,"{""city"":""Redmond"",""state"":""OR""}",[],facebook,1593132961351966,UA000000105173643
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593182571785420,"{""city"":""Redlands"",""state"":""CA""}",[],youtube,1593182571785420,UA000000105248899
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,1593126700713770,1593127284621651,"{""city"":""Wichita"",""state"":""KS""}",[],google,1593123933867422,UA000000105159356
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593131843673179,1593132614510197,"{""city"":""Minot"",""state"":""ND""}",[],instagram,1593131843673179,UA000000105172514
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",guest,1593173809912534,1593174034674445,"{""city"":""Tulare"",""state"":""CA""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",google,1593172714892563,UA000000105206808
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593184069229992,1593185081529001,"{""city"":""Houston"",""state"":""TX""}",[],google,1593183236393307,UA000000105252497
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",reviews,1593170148745301,1593171666975472,"{""city"":""Nashua"",""state"":""NH""}",[],direct,1593170148745301,UA000000105199658
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",warranty,1593179432456124,1593180708936360,"{""city"":""Cheyenne"",""state"":""WY""}",[],youtube,1593177170482796,UA000000105222860
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593181732417977,"{""city"":""Oakland"",""state"":""CA""}",[],instagram,1593181732417977,UA000000105244380
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593183438564921,1593183615047352,"{""city"":""St. Petersburg"",""state"":""FL""}",[],direct,1593182904681741,UA000000105250659
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593165921815545,"{""city"":""Jackson"",""state"":""MS""}",[],instagram,1593165921815545,UA000000105190920
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593361773293349,1593362843595052,"{""city"":""Buffalo"",""state"":""NY""}","[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":850.5,""price_in_usd"":945,""quantity"":1}]",email,1593180302407117,UA000000105237121
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",warranty,1593135498235844,1593136325988266,"{""city"":""Denver"",""state"":""CO""}",[],facebook,1593135498235844,UA000000105175601
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593125055954668,"{""city"":""Atlanta"",""state"":""GA""}",[],facebook,1593125055954668,UA000000105161848
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593175877468924,1593176872648277,"{""city"":""Mountain View"",""state"":""CA""}",[],google,1593175877468924,UA000000105217714
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593135289635420,1593135795148293,"{""city"":""Bishop"",""state"":""TX""}",[],google,1593135265572926,UA000000105175469
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593127098417470,"{""city"":""Laredo"",""state"":""TX""}",[],instagram,1593127098417470,UA000000105165976
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593182672667611,"{""city"":""Los Angeles"",""state"":""CA""}",[],email,1593182672667611,UA000000105249429
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593165197688832,1593165349429821,"{""city"":""Falls Church"",""state"":""VA""}",[],google,1593165197688832,UA000000105189802
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593162191488857,"{""city"":""Allentown"",""state"":""PA""}",[],youtube,1593162191488857,UA000000105186173
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593123720916766,1593124438277558,"{""city"":""Dallas"",""state"":""TX""}",[],google,1593123482456507,UA000000105158298
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cart,1593397932019265,1593398049038163,"{""city"":""Rio Rancho"",""state"":""NM""}","[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":940.5,""price_in_usd"":1045,""quantity"":1}]",email,1593177956682465,UA000000105226211
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593182504005014,"{""city"":""Lockport"",""state"":""NY""}",[],instagram,1593182504005014,UA000000105248525
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",warranty,1593182024271279,1593182083541810,"{""city"":""Framingham"",""state"":""MA""}",[],google,1593182022070118,UA000000105245895
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",faq,1593131840864965,1593133123316910,"{""city"":""Wichita"",""state"":""KS""}",[],google,1593131840864965,UA000000105172511
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593125496603322,"{""city"":""Las Vegas"",""state"":""NV""}",[],youtube,1593125496603322,UA000000105162829
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593175693192890,1593175696363188,"{""city"":""Central"",""state"":""LA""}","[{""coupon"":null,""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795,""price_in_usd"":1795,""quantity"":1}]",google,1593175518756470,UA000000105216325
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593182546540911,1593182859101674,"{""city"":""Huntington"",""state"":""WV""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",google,1593181410621938,UA000000105242678
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593181635969579,"{""city"":""Fort Worth"",""state"":""TX""}",[],google,1593181635969579,UA000000105243853
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593126131236837,"{""city"":""Surprise"",""state"":""AZ""}",[],facebook,1593126131236837,UA000000105164126
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",warranty,1593180212312612,1593180535730832,"{""city"":""New York"",""state"":""NY""}",[],youtube,1593180212312612,UA000000105236663
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593180803416658,"{""city"":""Seattle"",""state"":""WA""}",[],google,1593180803416658,UA000000105239628
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,null,1593177485064665,"{""city"":""Clinton"",""state"":""IA""}",[],google,1593177485064665,UA000000105224203
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593127486881077,"{""city"":""Charlotte"",""state"":""NC""}",[],instagram,1593127486881077,UA000000105166670
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593145561192675,1593145588512149,"{""city"":""Newnan"",""state"":""GA""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",facebook,1593143700195732,UA000000105178745
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593127815474051,1593130704229642,"{""city"":""Norcross"",""state"":""GA""}",[],facebook,1593127333413550,UA000000105166418
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593177773571133,1593178118998311,"{""city"":""Amarillo"",""state"":""TX""}",[],google,1593177773571133,UA000000105225451
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cart,1593176025975765,1593176595588905,"{""city"":""Green"",""state"":""OH""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1},{""coupon"":null,""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":59,""price_in_usd"":59,""quantity"":1}]",instagram,1593175862532503,UA000000105217642
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593139466796126,1593139495199134,"{""city"":""North Port"",""state"":""FL""}",[],direct,1593139466796126,UA000000105177582
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",cart,1593182572293490,1593182675443520,"{""city"":""Ithaca"",""state"":""NY""}","[{""coupon"":null,""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795,""price_in_usd"":1795,""quantity"":1},{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",youtube,1593180705671391,UA000000105239116
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593136928395694,"{""city"":""Petaluma"",""state"":""CA""}",[],google,1593136928395694,UA000000105176462
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593161206734686,"{""city"":""Cape Coral"",""state"":""FL""}",[],youtube,1593161206734686,UA000000105185207
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",warranty,1593180993224698,1593181026415193,"{""city"":""Austin"",""state"":""TX""}",[],email,1593180993224698,UA000000105240599
Linux,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593173585764855,"{""city"":""Lafayette"",""state"":""LA""}",[],facebook,1593173585764855,UA000000105209525
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,1593176794533891,1593176810488077,"{""city"":""Chicago"",""state"":""IL""}",[],google,1593176794533891,UA000000105221377
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593177807845961,1593177931205761,"{""city"":""Lakeland"",""state"":""FL""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",email,1593176797327019,UA000000105221386
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593136124547350,"{""city"":""Elk Grove"",""state"":""CA""}",[],google,1593136124547350,UA000000105176003
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",delivery,1593125424725589,1593128152084077,"{""city"":""Walnut"",""state"":""CA""}",[],email,1593125424725589,UA000000105162682
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593180769216082,"{""city"":""Oakland"",""state"":""CA""}",[],google,1593180769216082,UA000000105239468
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593139434705786,1593139670156322,"{""city"":""Lake Stevens"",""state"":""WA""}","[{""coupon"":null,""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045,""price_in_usd"":1045,""quantity"":1}]",instagram,1593138941712985,UA000000105177389
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593124424219096,1593124426233027,"{""city"":""Moscow"",""state"":""ID""}",[],google,1593124160693970,UA000000105159885
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",guest,1593173574347646,1593173582716636,"{""city"":""New York"",""state"":""NY""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",google,1593170803656156,UA000000105201353
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593177213454975,1593177848175347,"{""city"":""Woonsocket"",""state"":""RI""}","[{""coupon"":null,""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945,""price_in_usd"":945,""quantity"":1}]",google,1593177135844330,UA000000105222702
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593174340778165,"{""city"":""Waterville"",""state"":""OH""}",[],facebook,1593174340778165,UA000000105212087
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593178870088343,"{""city"":""Cincinnati"",""state"":""OH""}",[],facebook,1593178870088343,UA000000105230340
Chrome OS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593176588657342,1593176778103731,"{""city"":""Hutchinson"",""state"":""KS""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1}]",direct,1593175538401626,UA000000105216400
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593169009367157,1593169018589975,"{""city"":""Huber Heights"",""state"":""OH""}",[],google,1593168995040697,UA000000105196940
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",shipping_info,1593126573417943,1593126761849756,"{""city"":""Olive Branch"",""state"":""MS""}","[{""coupon"":null,""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":59,""price_in_usd"":59,""quantity"":1}]",instagram,1593123972135573,UA000000105159442
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593123228362458,"{""city"":""San Antonio"",""state"":""TX""}",[],direct,1593123228362458,UA000000105157676
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,1593132445664354,1593132451008603,"{""city"":""Stanford"",""state"":""KY""}",[],google,1593132256443791,UA000000105172927
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593178359164189,"{""city"":""Santee"",""state"":""CA""}",[],google,1593178359164189,UA000000105228019
Windows,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593167825745718,"{""city"":""Roseville"",""state"":""CA""}",[],google,1593167825745718,UA000000105194445
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",email_coupon,1593177290076802,1593177292352234,"{""city"":""Norton Shores"",""state"":""MI""}",[],facebook,1593177290076802,UA000000105223386
iOS,"{""purchase_revenue_in_usd"":940.5,""total_item_quantity"":1,""unique_items"":1}",finalize,1593406760717141,1593406831893771,"{""city"":""Dubuque"",""state"":""IA""}","[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":940.5,""price_in_usd"":1045,""quantity"":1}]",email,1593174856808069,UA000000105213888
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593165516868337,1593165643870994,"{""city"":""Palo Alto"",""state"":""CA""}",[],facebook,1593165512428940,UA000000105190287
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",pillows,null,1593127838144167,"{""city"":""Birmingham"",""state"":""AL""}",[],facebook,1593127838144167,UA000000105167254
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593176393708837,1593180578994025,"{""city"":""Minneapolis"",""state"":""MN""}",[],google,1593176393708837,UA000000105219788
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593180584102993,1593180833666808,"{""city"":""Minneapolis"",""state"":""MN""}",[],google,1593176393708837,UA000000105219788
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593182537197502,1593183473498601,"{""city"":""Fort Collins"",""state"":""CO""}","[{""coupon"":null,""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595,""price_in_usd"":595,""quantity"":1}]",google,1593182537197502,UA000000105248697
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",mattresses,1593178241366296,1593180477885046,"{""city"":""Carlsbad"",""state"":""CA""}",[],facebook,1593178241366296,UA000000105227493
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593172228643111,"{""city"":""South Charleston"",""state"":""WV""}",[],facebook,1593172228643111,UA000000105205338
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593134778554968,"{""city"":""Griffin"",""state"":""GA""}",[],google,1593134778554968,UA000000105175119
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",main,null,1593182695211130,"{""city"":""Portland"",""state"":""OR""}",[],direct,1593182695211130,UA000000105249542
macOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",original,1593184446296529,1593185176592362,"{""city"":""South Charleston"",""state"":""WV""}",[],facebook,1593183061491562,UA000000105251517
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",delivery,1593184050094274,1593185210770050,"{""city"":""Mauldin"",""state"":""SC""}",[],google,1593184050094274,UA000000105257065
iOS,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",premium,1593178803106128,1593178844180134,"{""city"":""Wauwatosa"",""state"":""WI""}",[],direct,1593178803106128,UA000000105230028
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",add_item,1593155647256286,1593155696245874,"{""city"":""Bremerton"",""state"":""WA""}","[{""coupon"":null,""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195,""price_in_usd"":1195,""quantity"":1},{""coupon"":null,""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":59,""price_in_usd"":59,""quantity"":1}]",instagram,1593153301025106,UA000000105180746
Android,"{""purchase_revenue_in_usd"":null,""total_item_quantity"":null,""unique_items"":null}",checkout,1593513857465566,1593514139567125,"{""city"":""Houston"",""state"":""TX""}","[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1795.5,""price_in_usd"":1995,""quantity"":1}]",email,1593182881422999,UA000000105250515
